Prénom,Nom,Adresse,Téléphone,Numéro d'étudiant,Adresse courriel,Mot de passe,Code permanent,Sexe,Date de naissance,Session d'études,Profil de formation de l'étudiant,Sigle du cours,Titre du cours,Note finale du cours,Nom du programme,Numéro du programme,Profil de formation du programme
Estelle,Bélanger,"254 Boulevardd St Elzéar E, Laval, QC H7M 4A2",450-285-4096,17456387,bellanger.estelle@univ.teluq.ca,BELE17456387,BELE19109402,Feminin,19-10-1994,Automne 2021,Environnement,ENV 6010,Gestion des zones côtières: écotourisme et activités d'observation des mammifères marins,B,Diplôme d'études supérieures spécialisées en environnement international (profil professionnel),1937,Environnement international (profil professionnel)
Estelle,Bélanger,"254 Boulevardd St Elzéar E, Laval, QC H7M 4A2",450-285-4096,17456387,bellanger.estelle@univ.teluq.ca,BELE17456387,BELE19109402,Feminin,19-10-1994,Automne 2021,Environnement,ENV 6011,Fondements et pratiques en santé environnementale,B,Diplôme d'études supérieures spécialisées en environnement international (profil professionnel),1937,Environnement international (profil professionnel)
Estelle,Bélanger,"254 Boulevardd St Elzéar E, Laval, QC H7M 4A2",450-285-4096,17456387,bellanger.estelle@univ.teluq.ca,BELE17456387,BELE19109402,Feminin,19-10-1994,Automne 2021,Environnement,ENV 6012,Aires marines protégées : conservation et protection de l'habitat des cétacés,C,Diplôme d'études supérieures spécialisées en environnement international (profil professionnel),1937,Environnement international (profil professionnel)
Alice,Fortin,"289 Boulevard Ivan - Pavlov, Laval, QC H7M 4H6",450-739-9038,56372943,fortin.alice@univ.teluq.ca,FORA56372943,FORA06039301,Feminin,6/3/1993,Automne 2021,Sciences,GEO 1001,Introduction à la géographie physique,C,Certificat en science et technologie,4401,Science et technologie
Alice,Fortin,"289 Boulevard Ivan - Pavlov, Laval, QC H7M 4H6",450-739-9038,56372943,fortin.alice@univ.teluq.ca,FORA56372943,FORA06039301,Feminin,6/3/1993,Automne 2021,Sciences,ENV 3013,Écotoxicologie,A,Certificat en science et technologie,4401,Science et technologie
Alice,Fortin,"289 Boulevard Ivan - Pavlov, Laval, QC H7M 4H6",450-739-9038,56372943,fortin.alice@univ.teluq.ca,FORA56372943,FORA06039301,Feminin,6/3/1993,Automne 2021,Sciences,ENV 3017,Santé et environnement,A,Certificat en science et technologie,4401,Science et technologie
Alice,Fortin,"289 Boulevard Ivan - Pavlov, Laval, QC H7M 4H6",450-739-9038,56372943,fortin.alice@univ.teluq.ca,FORA56372943,FORA06039301,Feminin,6/3/1993,Automne 2021,Sciences,ENV 4014,Technologies d'assainissement et prévention de la pollution,B,Certificat en science et technologie,4401,Science et technologie
Marianne,Bergeron,"497 Rue Principale, Laval, QC H7X 1C4",438-936-7238,46583568,bergeron.marianne@univ.teluq.ca,BERM46583568,BERM09029012,Feminin,9/2/1990,Automne 2020,Gestion des technologies de l'information,ADM 6052,Transformation numérique organisationnelle,C,Diplôme d'études supérieures spécialisées en gouvernance des technologies de l'information,1910,Gouvernance des technologies de l'information
Marianne,Bergeron,"497 Rue Principale, Laval, QC H7X 1C4",438-936-7238,46583568,bergeron.marianne@univ.teluq.ca,BERM46583568,BERM09029012,Feminin,9/2/1990,Automne 2020,Gestion des technologies de l'information,ADM 6028R,Lectures dirigées,A,Diplôme d'études supérieures spécialisées en gouvernance des technologies de l'information,1910,Gouvernance des technologies de l'information
Marianne,Bergeron,"497 Rue Principale, Laval, QC H7X 1C4",438-936-7238,46583568,bergeron.marianne@univ.teluq.ca,BERM46583568,BERM09029012,Feminin,9/2/1990,Automne 2020,Gestion des technologies de l'information,ADM 3028,"Len enjeux éthiques, légaux et sociétaux des TI",B,Diplôme d'études supérieures spécialisées en gouvernance des technologies de l'information,1910,Gouvernance des technologies de l'information
Marianne,Bergeron,"497 Rue Principale, Laval, QC H7X 1C4",438-936-7238,46583568,bergeron.marianne@univ.teluq.ca,BERM46583568,BERM09029012,Feminin,9/2/1990,Automne 2020,Gestion des technologies de l'information,ADM 6010,Marketing en affaires électroniques,B,Diplôme d'études supérieures spécialisées en gouvernance des technologies de l'information,1910,Gouvernance des technologies de l'information
Julien,Ouellet,"769 Boulevard. Samson, Laval, QC H7X 1K2",450-395-1023,45937642,ouellet.julien@univ.teluq.ca,OUEJ45937642,OUEJ20118914,Masculin,20-11-1989,Été 2021,Droit,RIN 1012,Droit et pratique des conventions collectives,A,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Paul,Goyette,"1975 Boulevard René-Laennec, Laval, QC H7M 1Z7",438-960-2748,65378953,goyette.paul@univ.teluq.ca,GOYP65378953,GOYP15129116,Masculin,15-12-1991,Automne 2021,Comptabilité,ADM 1400,Théories de l'organisation,B,Certificat en comptabilité générale,4227,Comptabilité générale
Paul,Goyette,"1975 Boulevard René-Laennec, Laval, QC H7M 1Z7",438-960-2748,65378953,goyette.paul@univ.teluq.ca,GOYP65378953,GOYP15129116,Masculin,15-12-1991,Automne 2021,Comptabilité,ADM 2006,Les systèmes d'information de gestion,A,Certificat en comptabilité générale,4227,Comptabilité générale
Paul,Goyette,"1975 Boulevard René-Laennec, Laval, QC H7M 1Z7",438-960-2748,65378953,goyette.paul@univ.teluq.ca,GOYP65378953,GOYP15129116,Masculin,15-12-1991,Automne 2021,Comptabilité,ECO 1300,Analyse microéconomique,C,Certificat en comptabilité générale,4227,Comptabilité générale
Paul,Goyette,"1975 Boulevard René-Laennec, Laval, QC H7M 1Z7",438-960-2748,65378953,goyette.paul@univ.teluq.ca,GOYP65378953,GOYP15129116,Masculin,15-12-1991,Automne 2021,Comptabilité,ECO 2400,Analyse macroéconomique,B,Certificat en comptabilité générale,4227,Comptabilité générale
Chloe,Gauthier,"1791 Monnée Monette, Laval, QC H7M 4C7",450-962-7328,45674981,gauthier.chloe@univ.teluq.ca,GAUC45674981,GAUC23079112,Feminin,23-07-1991,Été 2021,Éducation,TED 1272,Les TIC et l'apprentissage en milieu de travail,B,Majeure en éducation des adultes,6394,Éducation avec majeure(s)
Chloe,Gauthier,"1791 Monnée Monette, Laval, QC H7M 4C7",450-962-7328,45674981,gauthier.chloe@univ.teluq.ca,GAUC45674981,GAUC23079112,Feminin,23-07-1991,Été 2021,Éducation,TED 1280,"Jeux, simulations et jeux de rôle: exploration et analyse pédagogique",A,Majeure en éducation des adultes,6394,Éducation avec majeure(s)
Chloe,Gauthier,"1791 Monnée Monette, Laval, QC H7M 4C7",450-962-7328,45674981,gauthier.chloe@univ.teluq.ca,GAUC45674981,GAUC23079112,Feminin,23-07-1991,Été 2021,Éducation,COM 1021,Techniques d'animation et d'intervention,A,Majeure en éducation des adultes,6394,Éducation avec majeure(s)
Chloe,Gauthier,"1791 Monnée Monette, Laval, QC H7M 4C7",450-962-7328,45674981,gauthier.chloe@univ.teluq.ca,GAUC45674981,GAUC23079112,Feminin,23-07-1991,Été 2021,Éducation,COM 3030,La communication interculturelle: une introduction,C,Majeure en éducation des adultes,6394,Éducation avec majeure(s)
Isabella,Drouin,"6336 Bd Maurice-Duplessis, Montréal-Nord, QC H1G 1Y8",514-549-2958,17453972,drouin.isabelles@univ.teluq.ca,DROI17453972,DROI17019309,Feminin,17-01-1993,Hiver 2021,Administration,ECO 2400,Analyse macroéconomique,B,Programme court en développement économique local et communautaire,121,Développement économique local et communautaire
Isabella,Drouin,"6336 Bd Maurice-Duplessis, Montréal-Nord, QC H1G 1Y8",514-549-2958,17453972,drouin.isabelles@univ.teluq.ca,DROI17453972,DROI17019309,Feminin,17-01-1993,Hiver 2021,Administration,ECO 3003,Administration (économie) du travail,C,Programme court en développement économique local et communautaire,121,Développement économique local et communautaire
Isabella,Drouin,"6336 Bd Maurice-Duplessis, Montréal-Nord, QC H1G 1Y8",514-549-2958,17453972,drouin.isabelles@univ.teluq.ca,DROI17453972,DROI17019309,Feminin,17-01-1993,Hiver 2021,Administration,ECO 3004,Formation et compétitivité économique,A,Programme court en développement économique local et communautaire,121,Développement économique local et communautaire
Isabella,Drouin,"6336 Bd Maurice-Duplessis, Montréal-Nord, QC H1G 1Y8",514-549-2958,17453972,drouin.isabelles@univ.teluq.ca,DROI17453972,DROI17019309,Feminin,17-01-1993,Hiver 2021,Administration,ECO 3005,Développement économique et emploi,A,Programme court en développement économique local et communautaire,121,Développement économique local et communautaire
Benjamin,Caron,"9827 Grande Allée, Montréal, QC H3L 1H2",438-492-3769,56197037,caron.benjamin@univ.teluq.ca,CARB56197037,CARB31019317,Masculin,31-01-1993,Été 2022,Lettres et langues,LIN 2003,Nouvelles pratiques du français,C,Programme court de perfectionnement  en français écrit,73,Perfectionnement en français écrit
Benjamin,Caron,"9827 Grande Allée, Montréal, QC H3L 1H2",438-492-3769,56197037,caron.benjamin@univ.teluq.ca,CARB56197037,CARB31019317,Masculin,31-01-1993,Été 2022,Lettres et langues,PHI 1010,L'organisation de la pensée,B,Programme court de perfectionnement  en français écrit,73,Perfectionnement en français écrit
Benjamin,Caron,"9827 Grande Allée, Montréal, QC H3L 1H2",438-492-3769,56197037,caron.benjamin@univ.teluq.ca,CARB56197037,CARB31019317,Masculin,31-01-1993,Été 2022,Lettres et langues,PHI 2015,Pensée critique et argumentation,B,Programme court de perfectionnement  en français écrit,73,Perfectionnement en français écrit
Charlotte,Lavoie,"9942 Rue Verville, Montréal, QC H3L 3E3",438-923-8047,39563852,lavoie.charlotte@univ.teluq.ca,LAVC39563852,LAVC26069203,Feminin,26-06-1992,Hiver 2021,Informatique et technologies de l'information,INF 1250,Introduction aux bases de données,C,Certificat en science des données,4865,Science des données
Charlotte,Lavoie,"9942 Rue Verville, Montréal, QC H3L 3E3",438-923-8047,39563852,lavoie.charlotte@univ.teluq.ca,LAVC39563852,LAVC26069203,Feminin,26-06-1992,Hiver 2021,Informatique et technologies de l'information,INF 6460,Recherche et filtrage d'informations,A,Certificat en science des données,4865,Science des données
Charlotte,Lavoie,"9942 Rue Verville, Montréal, QC H3L 3E3",438-923-8047,39563852,lavoie.charlotte@univ.teluq.ca,LAVC39563852,LAVC26069203,Feminin,26-06-1992,Hiver 2021,Informatique et technologies de l'information,INF 9004,Informatique des entrepôts de données,B,Certificat en science des données,4865,Science des données
Charlotte,Lavoie,"9942 Rue Verville, Montréal, QC H3L 3E3",438-923-8047,39563852,lavoie.charlotte@univ.teluq.ca,LAVC39563852,LAVC26069203,Feminin,26-06-1992,Hiver 2021,Informatique et technologies de l'information,SCI 1031,Visualisation et analyse de données spatiales avec R,A,Certificat en science des données,4865,Science des données
Sophie,Lafontaine,"9784 Rue Tolhurst, Montréal, QC H3L 2Z8",514-618-3746,35486791,lafontaine.sophie@univ.teluq.ca,LAFS35486791,LAFS28039407,Feminin,28-03-1994,Hiver 2022,Entrepreneuriat,ADM 2011A,Simulation Mark action,B,Certificat en compétences entrepreneuriales et gestion des PME/PMO,4089,Compétences entrepreneuriales et gestion des PME/PMO
Sophie,Lafontaine,"9784 Rue Tolhurst, Montréal, QC H3L 2Z8",514-618-3746,35486791,lafontaine.sophie@univ.teluq.ca,LAFS35486791,LAFS28039407,Feminin,28-03-1994,Hiver 2022,Entrepreneuriat,ADM 2014,Devenir entrepreneur,B,Certificat en compétences entrepreneuriales et gestion des PME/PMO,4089,Compétences entrepreneuriales et gestion des PME/PMO
Sophie,Lafontaine,"9784 Rue Tolhurst, Montréal, QC H3L 2Z8",514-618-3746,35486791,lafontaine.sophie@univ.teluq.ca,LAFS35486791,LAFS28039407,Feminin,28-03-1994,Hiver 2022,Entrepreneuriat,ADM 2021,Marketing international,A,Certificat en compétences entrepreneuriales et gestion des PME/PMO,4089,Compétences entrepreneuriales et gestion des PME/PMO
Sophie,Lafontaine,"9784 Rue Tolhurst, Montréal, QC H3L 2Z8",514-618-3746,35486791,lafontaine.sophie@univ.teluq.ca,LAFS35486791,LAFS28039407,Feminin,28-03-1994,Hiver 2022,Entrepreneuriat,ADM 9001,Bâtir une entreprise: des connaissances et des méthodes,A,Certificat en compétences entrepreneuriales et gestion des PME/PMO,4089,Compétences entrepreneuriales et gestion des PME/PMO
William,Parent,"8572 Av. d'Outremont, Montréal, QC H3N 2M8",514-948-2036,18456982,parent.william@univ.teluq.ca,PARW18456982,PARW17109205,Masculin,17-10-1992,Automne 2021,Administration (économie),ADM 1002,Initiation à la gestion,C,Baccalauréat en administration (concentration en Administration (économie)),6775,Administration (économie)
William,Parent,"8572 Av. d'Outremont, Montréal, QC H3N 2M8",514-948-2036,18456982,parent.william@univ.teluq.ca,PARW18456982,PARW17109205,Masculin,17-10-1992,Automne 2021,Administration (économie),ADM 3011,Éthique et responsabilité sociale des entreprises,B,Baccalauréat en administration (concentration en Administration (économie)),6775,Administration (économie)
William,Parent,"8572 Av. d'Outremont, Montréal, QC H3N 2M8",514-948-2036,18456982,parent.william@univ.teluq.ca,PARW18456982,PARW17109205,Masculin,17-10-1992,Automne 2021,Administration (économie),ECO 2400,Analyse macroéconomique,B,Baccalauréat en administration (concentration en Administration (économie)),6775,Administration (économie)
William,Parent,"8572 Av. d'Outremont, Montréal, QC H3N 2M8",514-948-2036,18456982,parent.william@univ.teluq.ca,PARW18456982,PARW17109205,Masculin,17-10-1992,Automne 2021,Administration (économie),ADM 1420,Gestion des opérations,C,Baccalauréat en administration (concentration en Administration (économie)),6775,Administration (économie)
Jacob,Rousseau,"8579 Bd de l'Acadie, Montréal, QC H3N 2W7",438-834-5976,28563460,rousseau.jacob@univ.teluq.ca,ROUJ28563460,ROUJ04088604,Masculin,4/8/1986,Été 2020,Gestion des technologies de l'information,ENV 6008,Modélisation et systèmes d'aide à la décision en environnement,A,"Maîtrise en sciences (technologies de l'information), profil avec mémoire",1811,"Sciences (technologie de l'information), profil avec mémoire"
Jacob,Rousseau,"8579 Bd de l'Acadie, Montréal, QC H3N 2W7",438-834-5976,28563460,rousseau.jacob@univ.teluq.ca,ROUJ28563460,ROUJ04088604,Masculin,4/8/1986,Été 2020,Gestion des technologies de l'information,INF 6104,Recherche d'informations et web,A,"Maîtrise en sciences (technologies de l'information), profil avec mémoire",1811,"Sciences (technologie de l'information), profil avec mémoire"
Jacob,Rousseau,"8579 Bd de l'Acadie, Montréal, QC H3N 2W7",438-834-5976,28563460,rousseau.jacob@univ.teluq.ca,ROUJ28563460,ROUJ04088604,Masculin,4/8/1986,Été 2020,Gestion des technologies de l'information,INF 6408,Informatique de l'analyse multidimensionnelle,C,"Maîtrise en sciences (technologies de l'information), profil avec mémoire",1811,"Sciences (technologie de l'information), profil avec mémoire"
Jacob,Rousseau,"8579 Bd de l'Acadie, Montréal, QC H3N 2W7",438-834-5976,28563460,rousseau.jacob@univ.teluq.ca,ROUJ28563460,ROUJ04088604,Masculin,4/8/1986,Été 2020,Gestion des technologies de l'information,INF 6409,Forage de données,B,"Maîtrise en sciences (technologies de l'information), profil avec mémoire",1811,"Sciences (technologie de l'information), profil avec mémoire"
Rosalie,Fournier,"1963 Rue Dollard, Longueuil, QC J4K 4N7",438-579-2357,93546085,fournier.rosalie@univ.teluq.ca,FOUR93546085,FOUR09058717,Feminin,9/5/1987,Été 2021,Gestion des technologies de l'information,ADM 6042,Les systèmes de l'information et la gestion organisationnelle,B,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Rosalie,Fournier,"1963 Rue Dollard, Longueuil, QC J4K 4N7",438-579-2357,93546085,fournier.rosalie@univ.teluq.ca,FOUR93546085,FOUR09058717,Feminin,9/5/1987,Été 2021,Gestion des technologies de l'information,ADM 6044,Gestion de projet en technologie de l'information,C,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Rosalie,Fournier,"1963 Rue Dollard, Longueuil, QC J4K 4N7",438-579-2357,93546085,fournier.rosalie@univ.teluq.ca,FOUR93546085,FOUR09058717,Feminin,9/5/1987,Été 2021,Gestion des technologies de l'information,ADM 6046,Gestion de la sécurité des technologies de l'information,A,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Rosalie,Fournier,"1963 Rue Dollard, Longueuil, QC J4K 4N7",438-579-2357,93546085,fournier.rosalie@univ.teluq.ca,FOUR93546085,FOUR09058717,Feminin,9/5/1987,Été 2021,Gestion des technologies de l'information,ADM 6048,Impartition des technologies de l'information,B,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Léa,Bergeron,"2039 Rue-Notre-Dame-de-Grâces, Longueuil, QC J4J 3G6",450-823-4859,72940563,bergeron.lea@univ.teluq.ca,BERL72940563,BERL11098813,Feminin,11/9/1998,Automne 2021,Informatique et technologies de l'information,INF 6450,Gestion de l'information avec XML,C,Majeure en informatique,6010,Informatique 
Léa,Bergeron,"2039 Rue-Notre-Dame-de-Grâces, Longueuil, QC J4J 3G6",450-823-4859,72940563,bergeron.lea@univ.teluq.ca,BERL72940563,BERL11098813,Feminin,11/9/1998,Automne 2021,Informatique et technologies de l'information,INF 1428,Théorie des langages et des automates,A,Majeure en informatique,6010,Informatique 
Léa,Bergeron,"2039 Rue-Notre-Dame-de-Grâces, Longueuil, QC J4J 3G6",450-823-4859,72940563,bergeron.lea@univ.teluq.ca,BERL72940563,BERL11098813,Feminin,11/9/1998,Automne 2021,Informatique et technologies de l'information,INF 6460,Recherche et filtrage d'informations,C,Majeure en informatique,6010,Informatique 
Léa,Bergeron,"2039 Rue-Notre-Dame-de-Grâces, Longueuil, QC J4J 3G6",450-823-4859,72940563,bergeron.lea@univ.teluq.ca,BERL72940563,BERL11098813,Feminin,11/9/1998,Automne 2021,Informatique et technologies de l'information,SCI 1017,Traitement de données massives,B,Majeure en informatique,6010,Informatique 
Yasmine,Leduc,"232 Boulevard Curé-Poirier E, Longueuil, QC J4J 2J3",579-439-4759,40285637,leduc.yasmine@univ.teluq.ca,LEDY40285637,LEDY08088916,Feminin,8/8/1989,Hiver 2021,Comptabilité,ADM 4007,Analyse stratégique de l'entreprise,A,Certificat en sciences comptables,4138,Sciences comptables
Yasmine,Leduc,"232 Boulevard Curé-Poirier E, Longueuil, QC J4J 2J3",579-439-4759,40285637,leduc.yasmine@univ.teluq.ca,LEDY40285637,LEDY08088916,Feminin,8/8/1989,Hiver 2021,Comptabilité,ECO 1300,Analyse microéconomique,B,Certificat en sciences comptables,4138,Sciences comptables
Yasmine,Leduc,"232 Boulevard Curé-Poirier E, Longueuil, QC J4J 2J3",579-439-4759,40285637,leduc.yasmine@univ.teluq.ca,LEDY40285637,LEDY08088916,Feminin,8/8/1989,Hiver 2021,Comptabilité,ECO 2400,Analyse macroéconomique,C,Certificat en sciences comptables,4138,Sciences comptables
Yasmine,Leduc,"232 Boulevard Curé-Poirier E, Longueuil, QC J4J 2J3",579-439-4759,40285637,leduc.yasmine@univ.teluq.ca,LEDY40285637,LEDY08088916,Feminin,8/8/1989,Hiver 2021,Comptabilité,FIN 1932,Fonds d'inverstissement et produits financiers,B,Certificat en sciences comptables,4138,Sciences comptables
Nathan,Deschênes,"412 Rue Brault, Longueuil, QC J4J 2L7",450-726-4857,92547350,deschaines.nathan@univ.teluq.ca,DESN92547350,DESN14128304,Masculin,14-12-1983,Été 2020,Informatique et technologies de l'information,ADM 3028,"Len enjeux éthiques, légaux et sociétaux des TI",A,Programme court en technologie de l'information,810,Technologie de l'information
Nathan,Deschênes,"412 Rue Brault, Longueuil, QC J4J 2L7",450-726-4857,92547350,deschaines.nathan@univ.teluq.ca,DESN92547350,DESN14128304,Masculin,14-12-1983,Été 2020,Informatique et technologies de l'information,INF 6065,Sécurité des réseaux et des systèmes informatiques,A,Programme court en technologie de l'information,810,Technologie de l'information
Nathan,Deschênes,"412 Rue Brault, Longueuil, QC J4J 2L7",450-726-4857,92547350,deschaines.nathan@univ.teluq.ca,DESN92547350,DESN14128304,Masculin,14-12-1983,Été 2020,Informatique et technologies de l'information,INF 6070,Technologies sémantiques pour la gestion des connaissances,B,Programme court en technologie de l'information,810,Technologie de l'information
Nathan,Deschênes,"412 Rue Brault, Longueuil, QC J4J 2L7",450-726-4857,92547350,deschaines.nathan@univ.teluq.ca,DESN92547350,DESN14128304,Masculin,14-12-1983,Été 2020,Informatique et technologies de l'information,INF 6107,Web social,B,Programme court en technologie de l'information,810,Technologie de l'information
Jacob,Lévesque,"2993 Rue Belcourt, Longueuil, QC J4M 2C2",579-428-1983,92547351,levesque.jacob@univ.teluq.ca,LEVJ92547351,LEVJ25038409,Masculin,25-03-1984,Été 2021,Lettres et langues,LIT 4005,Le roman d'amour,C,Programme court en littérature populaire,114,Littérature populaire
Jacob,Lévesque,"2993 Rue Belcourt, Longueuil, QC J4M 2C2",579-428-1983,92547351,levesque.jacob@univ.teluq.ca,LEVJ92547351,LEVJ25038409,Masculin,25-03-1984,Été 2021,Lettres et langues,LIT 4006,Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ,A,Programme court en littérature populaire,114,Littérature populaire
Avery,Lefevre,"3495 Rue Perras, Saint-Hubert, QC J3Y 4E5",579-354-9138,68354903,lefevre.avery@univ.teluq.ca,LEFA68354903,LEFA12089027,Feminin,12/8/1990,Automne 2021,Administration,ADM 7015,Stratégies de sollicitation en planification financière personnelle,C,Certificat en administration de services,4480,Administration de services
Avery,Lefevre,"3495 Rue Perras, Saint-Hubert, QC J3Y 4E5",579-354-9138,68354903,lefevre.avery@univ.teluq.ca,LEFA68354903,LEFA12089027,Feminin,12/8/1990,Automne 2021,Administration,FIN 1020,Administration financière 1,B,Certificat en administration de services,4480,Administration de services
Avery,Lefevre,"3495 Rue Perras, Saint-Hubert, QC J3Y 4E5",579-354-9138,68354903,lefevre.avery@univ.teluq.ca,LEFA68354903,LEFA12089027,Feminin,12/8/1990,Automne 2021,Administration,SCO 2205,Présentation et analyse des états financiers,A,Certificat en administration de services,4480,Administration de services
Avery,Lefevre,"3495 Rue Perras, Saint-Hubert, QC J3Y 4E5",579-354-9138,68354903,lefevre.avery@univ.teluq.ca,LEFA68354903,LEFA12089027,Feminin,12/8/1990,Automne 2021,Administration,SCO 3202,Comptabilité intermédiaire 1,D,Certificat en administration de services,4480,Administration de services
Margot,Drapeau,"205 Rue Vaudreuil, Laval, QC H7M 3N4",438-564-9036,36597128,drapeau.margot@univ.teluq.ca,DRAM36597128,DRAM17078509,Feminin,17-07-1985,Été 2021,Gestion des technologies de l'information,ADM 6052,Transformation numérique organisationnelle,B,Programme court en gestion de la transformation numérique,9362,Gestion de la transformation numérique
Kayla,Pelletier,"64 Rue de Vimy, Laval, QC H7M 1T4",450-167-9628,56473967,pelletier.keyle@univ.teluq.ca,PELK56473967,PELK18109104,Feminin,18-10-1991,Hiver 2021,Administration (économie),ECO 1200,Méthodologie économique,A,Programme court en Administration (économie),979,Administration (économie)
Kayla,Pelletier,"64 Rue de Vimy, Laval, QC H7M 1T4",450-167-9628,56473967,pelletier.keyle@univ.teluq.ca,PELK56473967,PELK18109104,Feminin,18-10-1991,Hiver 2021,Administration (économie),ECO 2011,Administration (économie) du Québec,B,Programme court en Administration (économie),979,Administration (économie)
Kayla,Pelletier,"64 Rue de Vimy, Laval, QC H7M 1T4",450-167-9628,56473967,pelletier.keyle@univ.teluq.ca,PELK56473967,PELK18109104,Feminin,18-10-1991,Hiver 2021,Administration (économie),ECO 2015,Administration (économie) internationale,B,Programme court en Administration (économie),979,Administration (économie)
Kayla,Pelletier,"64 Rue de Vimy, Laval, QC H7M 1T4",450-167-9628,56473967,pelletier.keyle@univ.teluq.ca,PELK56473967,PELK18109104,Feminin,18-10-1991,Hiver 2021,Administration (économie),FIN 2301,Paradis fiscaux et finance offshore,A,Programme court en Administration (économie),979,Administration (économie)
Noah,Bourget,"1905 Rue Verreault, Laval, QC H7M 2Y9",438-368-2648,19045376,bourget.noah@univ.teluq.ca,BOUN19045376,BOUN16118809,Masculin,16-11-1988,Automne 2020,Droit,RIN 1012,Droit et pratique des conventions collectives,A,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Tyler,Perreault,"1530 Rue Montauban, Laval, QC H7E 4M5",450-816-5083,18465873,perreault.tyler@univ.teluq.ca,PERT18465873,PERT28068719,Masculin,26-06-1987,Hiver 2022,Sciences,ENV 4014,Technologies d'assainissement et prévention de la pollution,C,Certificat en science et technologie,4401,Science et technologie
Tyler,Perreault,"1530 Rue Montauban, Laval, QC H7E 4M5",450-816-5083,18465873,perreault.tyler@univ.teluq.ca,PERT18465873,PERT28068719,Masculin,26-06-1987,Hiver 2022,Sciences,ENV 1110,Changements climatiques,B,Certificat en science et technologie,4401,Science et technologie
Tyler,Perreault,"1530 Rue Montauban, Laval, QC H7E 4M5",450-816-5083,18465873,perreault.tyler@univ.teluq.ca,PERT18465873,PERT28068719,Masculin,26-06-1987,Hiver 2022,Sciences,SCI 1016,Introduction à la science des données,C,Certificat en science et technologie,4401,Science et technologie
Tyler,Perreault,"1530 Rue Montauban, Laval, QC H7E 4M5",450-816-5083,18465873,perreault.tyler@univ.teluq.ca,PERT18465873,PERT28068719,Masculin,26-06-1987,Hiver 2022,Sciences,INF 1220,Introduction à la programmation,A,Certificat en science et technologie,4401,Science et technologie
Vincent,Allard,"469 Greenoch Ave, Mount Royal, QC H3P 2H3",514-169-4769,90174538,allard.vincent@univ.teluq.ca,ALLV90174538,ALLV16129306,Masculin,16-12-1993,Hiver 2021,Administration,ADM 3012,Gestion de la diversité culturelle,C,Baccalauréat en administration (concentration en management),6768,Administration (management)
Vincent,Allard,"469 Greenoch Ave, Mount Royal, QC H3P 2H3",514-169-4769,90174538,allard.vincent@univ.teluq.ca,ALLV90174538,ALLV16129306,Masculin,16-12-1993,Hiver 2021,Administration,ADM 2014,Devenir entrepreneur,A,Baccalauréat en administration (concentration en management),6768,Administration (management)
Vincent,Allard,"469 Greenoch Ave, Mount Royal, QC H3P 2H3",514-169-4769,90174538,allard.vincent@univ.teluq.ca,ALLV90174538,ALLV16129306,Masculin,16-12-1993,Hiver 2021,Administration,ADM 1018,Leadership,B,Baccalauréat en administration (concentration en management),6768,Administration (management)
Vincent,Allard,"469 Greenoch Ave, Mount Royal, QC H3P 2H3",514-169-4769,90174538,allard.vincent@univ.teluq.ca,ALLV90174538,ALLV16129306,Masculin,16-12-1993,Hiver 2021,Administration,ADM 3051,Portfolio de formation en management,B,Baccalauréat en administration (concentration en management),6768,Administration (management)
Lily-rose,Demers,"1440 Ave Van Horne, Outremont, QC H2V 1L1",514-863-1847,80174659,demers.lily-rose@univ.teluq.ca,DEML80174659,DEML15098907,Feminin,15-09-1989,Hiver 2022,Communication,COM 2000,Histoire des communications,A,Baccalauréat en communication,7887,Communication
Lily-rose,Demers,"1440 Ave Van Horne, Outremont, QC H2V 1L1",514-863-1847,80174659,demers.lily-rose@univ.teluq.ca,DEML80174659,DEML15098907,Feminin,15-09-1989,Hiver 2022,Communication,COM 2005,Cadre politique et institutionnel de la communication,A,Baccalauréat en communication,7887,Communication
Lily-rose,Demers,"1440 Ave Van Horne, Outremont, QC H2V 1L1",514-863-1847,80174659,demers.lily-rose@univ.teluq.ca,DEML80174659,DEML15098907,Feminin,15-09-1989,Hiver 2022,Communication,COM 2007,"Télécommunications, déréglementation et nouveaux services",B,Baccalauréat en communication,7887,Communication
Lily-rose,Demers,"1440 Ave Van Horne, Outremont, QC H2V 1L1",514-863-1847,80174659,demers.lily-rose@univ.teluq.ca,DEML80174659,DEML15098907,Feminin,15-09-1989,Hiver 2022,Communication,COM 3019,Analyse critique des médias socionumériques,C,Baccalauréat en communication,7887,Communication
